client_id,group,error
428064,control,repeated:step_2
428064,control,repeated:step_3
428109,test,went_back:step_1_to_start
428109,test,repeated:start
428135,test,went_back:step_3_to_start
428135,test,repeated:start
428135,test,repeated:step_1
428135,test,repeated:step_2
428135,test,repeated:step_3
428170,control,repeated:start
428188,control,missing_confirm
428188,control,went_back:step_1_to_start
428188,control,went_back:step_1_to_start
428188,control,repeated:start
428188,control,repeated:step_1
428485,control,went_back:step_1_to_start
428485,control,repeated:start
428485,control,repeated:step_1
428698,control,went_back:step_3_to_step_2
428698,control,went_back:step_3_to_step_2
428698,control,repeated:step_2
428698,control,repeated:step_3
429189,control,went_back:confirm_to_start
429189,control,repeated:start
429351,control,missing_confirm
429351,control,went_back:step_1_to_start
429351,control,repeated:start
429598,test,repeated:step_1
429778,test,missing_confirm
429778,test,went_back:step_3_to_start
429778,test,repeated:start
429805,test,missing_confirm
429805,test,went_back:step_1_to_start
429805,test,repeated:start
429957,control,missing_confirm
429957,control,repeated:start
430070,test,repeated:confirm
430812,control,repeated:start
430868,control,went_back:step_3_to_start
430868,control,repeated:start
430868,control,repeated:step_1
430868,control,repeated:step_2
430868,control,repeated:step_3
431615,test,missing_confirm
431651,control,went_back:confirm_to_start
431651,control,repeated:start
431651,control,repeated:step_1
431793,test,missing_confirm
431793,test,went_back:step_1_to_start
431793,test,repeated:start
432265,control,went_back:step_3_to_start
432265,control,went_back:step_1_to_start
432265,control,repeated:start
432265,control,repeated:step_1
432265,control,repeated:step_2
432265,control,repeated:step_3
432402,control,missing_confirm
432606,control,went_back:step_3_to_step_2
432606,control,repeated:step_2
432606,control,repeated:step_3
432607,test,missing_confirm
432607,test,went_back:step_3_to_start
432607,test,repeated:start
432607,test,repeated:step_1
432789,test,went_back:step_3_to_step_2
432789,test,went_back:step_2_to_step_1
432789,test,went_back:step_1_to_start
432789,test,repeated:start
432789,test,repeated:step_1
432789,test,repeated:step_2
432789,test,repeated:step_3
432803,control,went_back:step_1_to_start
432803,control,repeated:start
432803,control,repeated:step_1
433417,test,repeated:start
433424,test,missing_confirm
433443,test,went_back:step_1_to_start
433443,test,repeated:start
433443,test,repeated:step_1
433498,test,missing_confirm
433814,control,missing_confirm
433814,control,went_back:step_2_to_start
433814,control,went_back:step_2_to_step_1
433814,control,went_back:step_1_to_start
433814,control,repeated:start
433814,control,repeated:step_1
433814,control,repeated:step_2
434526,control,missing_confirm
434673,test,went_back:step_3_to_start
434673,test,repeated:start
434673,test,repeated:step_1
434673,test,repeated:step_2
434673,test,repeated:step_3
434673,test,repeated:confirm
434746,test,missing_confirm
434746,test,went_back:step_3_to_step_2
434746,test,went_back:step_3_to_start
434746,test,repeated:start
434746,test,repeated:step_1
434746,test,repeated:step_2
434746,test,repeated:step_3
435340,test,repeated:confirm
435580,control,went_back:step_1_to_start
435580,control,went_back:step_3_to_start
435580,control,repeated:start
435580,control,repeated:step_1
435580,control,repeated:step_2
435580,control,repeated:step_3
435757,control,missing_confirm
435757,control,repeated:start
435886,test,missing_confirm
435886,test,went_back:step_1_to_start
435886,test,repeated:start
435886,test,repeated:step_1
436146,test,repeated:start
436352,test,missing_confirm
436352,test,went_back:step_3_to_start
436352,test,repeated:start
436352,test,repeated:step_3
437780,control,missing_confirm
437817,control,missing_confirm
437817,control,repeated:start
437914,test,went_back:step_2_to_start
437914,test,repeated:start
437914,test,repeated:step_1
437914,test,repeated:step_2
438560,test,went_back:confirm_to_start
438560,test,repeated:start
438560,test,repeated:step_1
438567,test,went_back:step_1_to_start
438567,test,went_back:step_1_to_start
438567,test,went_back:step_2_to_start
438567,test,went_back:step_2_to_start
438567,test,went_back:step_2_to_start
438567,test,went_back:step_2_to_step_1
438567,test,went_back:step_1_to_start
438567,test,repeated:start
438567,test,repeated:step_1
438567,test,repeated:step_2
438770,control,missing_confirm
438935,test,missing_start
438935,test,repeated:confirm
439963,test,went_back:step_1_to_start
439963,test,went_back:step_2_to_step_1
439963,test,went_back:step_1_to_start
439963,test,repeated:start
439963,test,repeated:step_1
439963,test,repeated:step_2
439963,test,repeated:confirm
440275,test,missing_confirm
440275,test,repeated:start
440279,control,missing_confirm
440279,control,went_back:step_3_to_step_2
440279,control,repeated:step_2
440328,test,repeated:start
440704,test,went_back:step_3_to_start
440704,test,repeated:start
440704,test,repeated:step_1
440704,test,repeated:step_2
440704,test,repeated:step_3
440758,control,missing_confirm
440861,test,went_back:step_1_to_start
440861,test,repeated:start
440861,test,repeated:step_1
440861,test,repeated:confirm
442079,test,missing_confirm
442137,test,missing_start
442772,test,missing_confirm
442772,test,went_back:step_3_to_step_2
442772,test,went_back:step_2_to_start
442772,test,went_back:step_2_to_step_1
442772,test,went_back:step_1_to_start
442772,test,repeated:start
442772,test,repeated:step_1
442772,test,repeated:step_2
443217,control,missing_confirm
443262,test,missing_confirm
443262,test,repeated:start
444644,test,missing_confirm
444644,test,went_back:step_3_to_start
444644,test,went_back:step_3_to_step_2
444644,test,went_back:step_2_to_step_1
444644,test,went_back:step_1_to_start
444644,test,repeated:start
444644,test,repeated:step_1
444644,test,repeated:step_2
444644,test,repeated:step_3
445481,test,skipped_step
445481,test,repeated:start
445794,test,missing_confirm
445794,test,went_back:step_3_to_start
445794,test,repeated:start
446185,control,repeated:start
446390,test,went_back:step_1_to_start
446390,test,repeated:start
446390,test,repeated:step_1
446547,control,went_back:step_3_to_step_1
446547,control,repeated:step_1
446547,control,repeated:step_2
446547,control,repeated:step_3
446577,test,went_back:step_2_to_step_1
446577,test,repeated:start
446577,test,repeated:step_1
446577,test,repeated:step_2
447087,test,missing_confirm
447087,test,went_back:step_3_to_step_2
447087,test,went_back:step_2_to_step_1
447087,test,went_back:step_1_to_start
447087,test,went_back:step_1_to_start
447087,test,went_back:step_1_to_start
447087,test,went_back:step_1_to_start
447087,test,went_back:step_1_to_start
447087,test,repeated:start
447087,test,repeated:step_1
447087,test,repeated:step_2
447329,control,missing_confirm
447488,control,went_back:confirm_to_step_3
447488,control,went_back:step_3_to_start
447488,control,repeated:start
447488,control,repeated:step_3
447494,control,repeated:start
447683,control,went_back:step_3_to_start
447683,control,repeated:start
447683,control,repeated:step_1
447683,control,repeated:step_2
447683,control,repeated:step_3
447850,test,went_back:step_3_to_start
447850,test,repeated:start
447850,test,repeated:step_1
447850,test,repeated:step_2
447850,test,repeated:step_3
447850,test,repeated:confirm
448522,test,repeated:start
448522,test,repeated:confirm
448714,control,missing_confirm
448714,control,went_back:step_3_to_step_1
448714,control,repeated:step_1
448714,control,repeated:step_2
448714,control,repeated:step_3
449286,test,missing_confirm
449709,test,went_back:step_3_to_start
449709,test,repeated:start
449709,test,repeated:step_1
449709,test,repeated:step_2
449709,test,repeated:step_3
449709,test,repeated:confirm
450002,test,went_back:step_1_to_start
450002,test,repeated:start
450002,test,repeated:step_1
450232,control,repeated:step_1
450232,control,repeated:step_2
450423,test,missing_confirm
450423,test,went_back:step_1_to_start
450423,test,went_back:step_3_to_start
450423,test,repeated:start
450423,test,repeated:step_1
450614,control,went_back:step_3_to_step_2
450614,control,repeated:step_2
450614,control,repeated:step_3
450673,test,repeated:start
450752,control,repeated:start
451019,control,repeated:start
451443,control,went_back:step_2_to_step_1
451443,control,repeated:start
451443,control,repeated:step_1
451443,control,repeated:step_2
451568,control,missing_confirm
451897,control,missing_confirm
452359,test,went_back:step_1_to_start
452359,test,repeated:start
452359,test,repeated:step_1
452582,test,went_back:step_2_to_start
452582,test,went_back:confirm_to_start
452582,test,went_back:step_1_to_start
452582,test,repeated:start
452582,test,repeated:step_1
452582,test,repeated:step_2
452762,test,missing_confirm
452875,control,went_back:confirm_to_step_1
452875,control,went_back:step_1_to_start
452875,control,went_back:step_1_to_start
452875,control,went_back:step_1_to_start
452875,control,went_back:step_1_to_start
452875,control,went_back:step_1_to_start
452875,control,went_back:step_1_to_start
452875,control,repeated:start
452875,control,repeated:step_1
452875,control,repeated:confirm
453167,control,went_back:confirm_to_start
453167,control,repeated:start
453167,control,repeated:step_1
453226,test,repeated:start
453288,test,missing_confirm
453288,test,went_back:step_3_to_start
453288,test,repeated:start
453657,control,missing_confirm
453657,control,repeated:start
453802,test,missing_confirm
453802,test,went_back:step_1_to_start
453802,test,repeated:start
454148,control,missing_confirm
454148,control,went_back:step_1_to_start
454148,control,went_back:step_1_to_start
454148,control,repeated:start
454148,control,repeated:step_1
454749,test,missing_start
455078,test,repeated:step_1
455226,test,repeated:confirm
455278,control,repeated:start
455557,test,missing_confirm
455557,test,went_back:step_1_to_start
455557,test,repeated:start
455589,test,went_back:step_2_to_start
455589,test,went_back:step_2_to_start
455589,test,went_back:step_2_to_start
455589,test,went_back:step_2_to_step_1
455589,test,repeated:start
455589,test,repeated:step_1
455589,test,repeated:step_2
455589,test,repeated:confirm
455693,control,missing_confirm
455693,control,went_back:step_1_to_start
455693,control,repeated:start
456150,test,repeated:start
456416,test,repeated:confirm
456925,test,went_back:step_3_to_step_1
456925,test,went_back:step_3_to_step_1
456925,test,went_back:step_1_to_start
456925,test,repeated:start
456925,test,repeated:step_1
456925,test,repeated:step_2
456925,test,repeated:step_3
457600,test,missing_confirm
457600,test,went_back:step_3_to_start
457600,test,repeated:start
457784,test,missing_confirm
458225,test,repeated:start
458326,test,went_back:step_1_to_start
458326,test,repeated:start
458326,test,repeated:step_1
458670,test,repeated:confirm
458796,control,repeated:start
459076,test,missing_confirm
459221,test,missing_confirm
459221,test,went_back:step_2_to_start
459221,test,repeated:start
459234,test,repeated:start
459610,control,missing_confirm
460257,test,missing_confirm
460505,control,repeated:confirm
460755,control,went_back:step_3_to_step_2
460755,control,went_back:confirm_to_start
460755,control,went_back:step_1_to_start
460755,control,repeated:start
460755,control,repeated:step_1
460755,control,repeated:step_2
460755,control,repeated:step_3
461547,test,went_back:step_3_to_step_2
461547,test,went_back:step_2_to_start
461547,test,went_back:step_2_to_step_1
461547,test,went_back:step_1_to_start
461547,test,repeated:start
461547,test,repeated:step_1
461547,test,repeated:step_2
461547,test,repeated:step_3
461591,control,went_back:step_2_to_step_1
461591,control,went_back:step_3_to_step_2
461591,control,went_back:step_3_to_step_2
461591,control,repeated:start
461591,control,repeated:step_1
461591,control,repeated:step_2
461591,control,repeated:step_3
461632,test,missing_confirm
461632,test,went_back:step_1_to_start
461632,test,repeated:start
461846,control,went_back:step_3_to_start
461846,control,went_back:confirm_to_start
461846,control,went_back:step_1_to_start
461846,control,repeated:start
461846,control,repeated:step_1
461846,control,repeated:step_2
461846,control,repeated:step_3
463023,test,went_back:step_1_to_start
463023,test,went_back:step_1_to_start
463023,test,went_back:step_1_to_start
463023,test,went_back:step_1_to_start
463023,test,repeated:start
463023,test,repeated:step_1
463396,test,went_back:step_2_to_start
463396,test,went_back:step_1_to_start
463396,test,went_back:step_1_to_start
463396,test,went_back:step_1_to_start
463396,test,repeated:start
463396,test,repeated:step_1
463396,test,repeated:step_2
463582,control,missing_confirm
463582,control,went_back:step_2_to_start
463582,control,repeated:start
463582,control,repeated:step_2
464397,test,missing_confirm
464397,test,repeated:step_1
464539,test,missing_confirm
464539,test,went_back:step_2_to_start
464539,test,repeated:start
464597,control,missing_confirm
464597,control,repeated:start
464620,control,repeated:confirm
464733,test,missing_start
464733,test,missing_confirm
465007,test,went_back:step_3_to_start
465007,test,went_back:step_3_to_start
465007,test,went_back:step_3_to_start
465007,test,went_back:step_2_to_step_1
465007,test,went_back:step_3_to_start
465007,test,went_back:step_1_to_start
465007,test,went_back:step_3_to_start
465007,test,went_back:step_3_to_start
465007,test,went_back:step_3_to_start
465007,test,went_back:step_3_to_start
465007,test,went_back:step_2_to_step_1
465007,test,went_back:step_3_to_start
465007,test,repeated:start
465007,test,repeated:step_1
465007,test,repeated:step_2
465007,test,repeated:step_3
465007,test,repeated:confirm
465492,test,missing_confirm
465525,test,missing_confirm
465982,test,missing_confirm
465982,test,went_back:step_2_to_start
465982,test,went_back:step_2_to_step_1
465982,test,went_back:step_1_to_start
465982,test,repeated:start
465982,test,repeated:step_1
465982,test,repeated:step_2
466142,control,went_back:step_2_to_start
466142,control,repeated:start
466142,control,repeated:step_1
466142,control,repeated:step_2
466526,control,repeated:start
466526,control,repeated:step_2
466588,test,repeated:start
467103,test,went_back:step_1_to_start
467103,test,repeated:start
467103,test,repeated:step_1
467103,test,repeated:confirm
467229,test,skipped_step
467229,test,went_back:step_1_to_start
467229,test,repeated:start
467367,control,went_back:confirm_to_start
467367,control,went_back:step_1_to_start
467367,control,repeated:start
467367,control,repeated:step_1
467861,test,missing_confirm
468090,test,repeated:start
468336,control,went_back:confirm_to_start
468336,control,repeated:start
468355,test,went_back:confirm_to_start
468355,test,repeated:start
468355,test,repeated:step_1
468355,test,repeated:confirm
468552,control,missing_confirm
468552,control,went_back:step_1_to_start
468552,control,repeated:start
468552,control,repeated:step_1
468570,test,went_back:step_1_to_start
468570,test,went_back:step_2_to_step_1
468570,test,repeated:start
468570,test,repeated:step_1
468570,test,repeated:step_2
468570,test,repeated:step_3
469978,control,missing_confirm
469978,control,went_back:step_1_to_start
469978,control,repeated:start
469978,control,repeated:step_1
470239,control,went_back:step_3_to_step_2
470239,control,repeated:step_2
470239,control,repeated:step_3
470365,test,went_back:step_2_to_step_1
470365,test,repeated:step_1
470365,test,repeated:step_2
470897,test,went_back:step_3_to_start
470897,test,repeated:start
470897,test,repeated:step_1
470897,test,repeated:step_2
470897,test,repeated:step_3
470897,test,repeated:confirm
471388,control,missing_confirm
471388,control,went_back:step_2_to_step_1
471388,control,went_back:step_2_to_step_1
471388,control,went_back:step_2_to_start
471388,control,went_back:step_2_to_start
471388,control,went_back:step_2_to_start
471388,control,repeated:start
471388,control,repeated:step_1
471388,control,repeated:step_2
471462,control,missing_confirm
471462,control,repeated:step_1
471462,control,repeated:step_2
471506,control,went_back:step_1_to_start
471506,control,went_back:step_2_to_step_1
471506,control,went_back:step_1_to_start
471506,control,repeated:start
471506,control,repeated:step_1
471506,control,repeated:step_2
471520,control,went_back:confirm_to_start
471520,control,repeated:start
472078,control,went_back:step_2_to_start
472078,control,went_back:step_2_to_step_1
472078,control,went_back:step_1_to_start
472078,control,repeated:start
472078,control,repeated:step_1
472078,control,repeated:step_2
472078,control,repeated:confirm
472102,control,missing_confirm
472102,control,repeated:start
472271,control,missing_confirm
472271,control,went_back:step_1_to_start
472271,control,repeated:start
472382,test,missing_confirm
472382,test,went_back:step_3_to_start
472382,test,repeated:start
472614,control,missing_confirm
472614,control,went_back:step_2_to_step_1
472614,control,repeated:step_1
472754,test,repeated:start
473108,control,missing_confirm
473555,test,missing_confirm
473555,test,went_back:step_1_to_start
473555,test,repeated:start
473638,test,went_back:step_1_to_start
473638,test,went_back:step_2_to_start
473638,test,repeated:start
473638,test,repeated:step_1
473638,test,repeated:step_2
473638,test,repeated:confirm
473920,test,repeated:start
473920,test,repeated:confirm
475350,control,went_back:step_2_to_start
475350,control,repeated:start
475350,control,repeated:step_1
475350,control,repeated:step_2
475352,control,missing_confirm
475352,control,repeated:start
475362,control,went_back:confirm_to_step_1
475362,control,went_back:step_1_to_start
475362,control,repeated:start
475362,control,repeated:step_1
475362,control,repeated:confirm
475897,test,went_back:step_2_to_start
475897,test,went_back:step_2_to_start
475897,test,went_back:step_2_to_step_1
475897,test,repeated:start
475897,test,repeated:step_1
475897,test,repeated:step_2
477029,test,went_back:step_1_to_start
477029,test,repeated:start
477029,test,repeated:step_1
477418,test,missing_confirm
477588,control,went_back:step_3_to_step_2
477588,control,repeated:start
477588,control,repeated:step_2
477588,control,repeated:step_3
478194,test,repeated:confirm
478688,test,missing_start
478688,test,repeated:confirm
478733,test,repeated:start
478735,test,went_back:step_2_to_step_1
478735,test,went_back:step_2_to_step_1
478735,test,went_back:step_1_to_start
478735,test,repeated:start
478735,test,repeated:step_1
478735,test,repeated:step_2
478808,test,went_back:step_1_to_start
478808,test,repeated:start
478808,test,repeated:step_1
478932,test,missing_confirm
479431,control,missing_confirm
479709,control,missing_confirm
480111,control,missing_confirm
480111,control,went_back:step_2_to_step_1
480111,control,repeated:step_1
480458,test,went_back:step_3_to_start
480458,test,went_back:step_2_to_start
480458,test,went_back:step_3_to_step_2
480458,test,went_back:step_2_to_step_1
480458,test,went_back:step_1_to_start
480458,test,repeated:start
480458,test,repeated:step_1
480458,test,repeated:step_2
480458,test,repeated:step_3
480792,control,missing_confirm
480836,control,went_back:step_2_to_step_1
480836,control,repeated:step_1
480836,control,repeated:step_2
480944,control,went_back:confirm_to_start
480944,control,repeated:start
480944,control,repeated:step_1
481268,test,missing_confirm
481268,test,repeated:start
481960,test,missing_confirm
481960,test,went_back:step_3_to_start
481960,test,repeated:start
483033,control,missing_confirm
483041,control,went_back:step_3_to_start
483041,control,repeated:start
483041,control,repeated:step_1
483041,control,repeated:step_2
483041,control,repeated:step_3
483080,control,repeated:start
483156,test,went_back:step_1_to_start
483156,test,repeated:start
483156,test,repeated:step_1
483740,test,skipped_step
483740,test,repeated:confirm
483783,control,missing_confirm
484134,test,missing_confirm
484134,test,went_back:step_1_to_start
484134,test,went_back:step_3_to_start
484134,test,repeated:start
484134,test,repeated:step_1
484325,test,went_back:step_3_to_start
484325,test,went_back:step_3_to_step_1
484325,test,repeated:start
484325,test,repeated:step_1
484325,test,repeated:step_2
484325,test,repeated:step_3
484325,test,repeated:confirm
484375,control,repeated:step_2
484481,test,missing_confirm
484481,test,went_back:step_1_to_start
484481,test,repeated:start
484640,test,missing_confirm
484640,test,went_back:step_1_to_start
484640,test,repeated:start
484640,test,repeated:step_1
485005,test,repeated:start
485243,test,missing_confirm
485243,test,went_back:step_2_to_step_1
485243,test,repeated:step_1
485476,test,went_back:step_3_to_start
485476,test,repeated:start
485476,test,repeated:step_1
485476,test,repeated:step_2
485476,test,repeated:step_3
485533,control,went_back:step_1_to_start
485533,control,repeated:start
485533,control,repeated:step_1
486496,control,went_back:step_1_to_start
486496,control,went_back:confirm_to_start
486496,control,repeated:start
486496,control,repeated:step_1
486496,control,repeated:step_2
486527,test,missing_confirm
486527,test,went_back:step_3_to_step_1
486527,test,went_back:step_2_to_start
486527,test,repeated:start
486527,test,repeated:step_1
486527,test,repeated:step_2
486844,test,went_back:step_1_to_start
486844,test,went_back:step_1_to_start
486844,test,went_back:step_1_to_start
486844,test,went_back:step_1_to_start
486844,test,went_back:step_1_to_start
486844,test,went_back:step_1_to_start
486844,test,went_back:confirm_to_step_3
486844,test,repeated:start
486844,test,repeated:step_1
486844,test,repeated:step_3
487098,test,missing_confirm
487098,test,repeated:start
487469,test,went_back:step_1_to_start
487469,test,repeated:start
487469,test,repeated:step_1
487803,test,missing_confirm
488565,test,missing_confirm
488573,test,went_back:step_1_to_start
488573,test,repeated:start
488573,test,repeated:step_1
488929,control,missing_confirm
488930,control,went_back:step_3_to_step_2
488930,control,went_back:confirm_to_start
488930,control,repeated:start
488930,control,repeated:step_1
488930,control,repeated:step_2
488930,control,repeated:step_3
489500,control,went_back:step_2_to_step_1
489500,control,repeated:step_1
489500,control,repeated:step_2
490151,test,went_back:step_2_to_start
490151,test,repeated:start
490151,test,repeated:step_1
490151,test,repeated:step_2
490194,control,missing_confirm
491303,control,missing_confirm
491581,test,missing_confirm
491581,test,repeated:start
491596,test,went_back:step_3_to_start
491596,test,went_back:step_3_to_step_2
491596,test,went_back:step_2_to_step_1
491596,test,went_back:step_1_to_start
491596,test,repeated:start
491596,test,repeated:step_1
491596,test,repeated:step_2
491596,test,repeated:step_3
491746,test,repeated:start
491779,control,repeated:start
491935,control,missing_confirm
491935,control,repeated:start
492655,control,went_back:step_1_to_start
492655,control,repeated:start
492655,control,repeated:step_1
492736,test,missing_confirm
492736,test,went_back:step_3_to_step_2
492736,test,went_back:step_2_to_start
492736,test,went_back:step_2_to_step_1
492736,test,went_back:step_3_to_start
492736,test,went_back:step_2_to_step_1
492736,test,repeated:start
492736,test,repeated:step_1
492736,test,repeated:step_2
492736,test,repeated:step_3
492751,control,repeated:confirm
493186,control,missing_confirm
493186,control,went_back:step_3_to_start
493186,control,repeated:start
493186,control,repeated:step_1
493311,control,repeated:start
493311,control,repeated:step_3
493608,test,went_back:step_2_to_start
493608,test,repeated:start
493608,test,repeated:step_1
493608,test,repeated:step_2
494367,test,went_back:confirm_to_start
494367,test,repeated:start
494367,test,repeated:step_1
494576,test,missing_confirm
494576,test,went_back:step_3_to_start
494576,test,went_back:step_3_to_step_2
494576,test,went_back:step_2_to_step_1
494576,test,went_back:step_1_to_start
494576,test,repeated:start
494576,test,repeated:step_1
494576,test,repeated:step_2
494576,test,repeated:step_3
495030,control,missing_confirm
495030,control,went_back:step_2_to_step_1
495030,control,went_back:step_2_to_step_1
495030,control,went_back:step_2_to_step_1
495030,control,went_back:step_1_to_start
495030,control,went_back:step_2_to_step_1
495030,control,repeated:start
495030,control,repeated:step_1
495030,control,repeated:step_2
495241,test,repeated:step_1
495241,test,repeated:confirm
496578,control,went_back:step_2_to_step_1
496578,control,repeated:step_1
496578,control,repeated:step_2
496873,control,missing_confirm
496873,control,repeated:start
496903,test,missing_confirm
497732,test,missing_confirm
497986,control,repeated:start
497996,test,missing_confirm
497996,test,repeated:start
498135,test,missing_confirm
498135,test,went_back:step_3_to_step_2
498135,test,went_back:step_3_to_step_2
498135,test,went_back:step_2_to_step_1
498135,test,went_back:step_1_to_start
498135,test,went_back:step_2_to_step_1
498135,test,went_back:step_1_to_start
498135,test,repeated:start
498135,test,repeated:step_1
498135,test,repeated:step_2
498135,test,repeated:step_3
498584,control,missing_confirm
499278,control,went_back:confirm_to_step_1
499278,control,repeated:start
499278,control,repeated:step_1
499278,control,repeated:confirm
499699,test,went_back:step_2_to_start
499699,test,repeated:start
499699,test,repeated:step_1
499699,test,repeated:step_2
499699,test,repeated:confirm
499985,test,missing_confirm
499985,test,repeated:start
500449,test,repeated:start
500449,test,repeated:confirm
500483,test,went_back:step_3_to_step_2
500483,test,went_back:step_2_to_step_1
500483,test,repeated:step_1
500483,test,repeated:step_2
500483,test,repeated:step_3
500483,test,repeated:confirm
500488,test,repeated:start
501190,test,repeated:start
501215,test,missing_confirm
501215,test,went_back:step_2_to_step_1
501215,test,went_back:step_2_to_step_1
501215,test,went_back:step_2_to_step_1
501215,test,repeated:start
501215,test,repeated:step_1
501215,test,repeated:step_2
501426,test,went_back:step_2_to_step_1
501426,test,repeated:step_1
501426,test,repeated:step_2
501426,test,repeated:confirm
501472,test,went_back:step_1_to_start
501472,test,repeated:start
501472,test,repeated:step_1
503051,control,missing_confirm
503064,control,missing_confirm
503064,control,repeated:start
503070,control,missing_confirm
504667,test,missing_confirm
504667,test,went_back:step_1_to_start
504667,test,repeated:start
505697,test,missing_confirm
505697,test,went_back:step_2_to_start
505697,test,went_back:step_1_to_start
505697,test,went_back:step_3_to_start
505697,test,went_back:step_1_to_start
505697,test,repeated:start
505697,test,repeated:step_1
505697,test,repeated:step_2
505849,control,missing_confirm
505849,control,went_back:step_2_to_start
505849,control,repeated:start
505918,test,went_back:step_3_to_step_2
505918,test,repeated:start
505918,test,repeated:step_2
505918,test,repeated:step_3
506086,test,missing_confirm
506107,control,went_back:step_3_to_start
506107,control,repeated:start
506107,control,repeated:step_1
506107,control,repeated:step_2
506107,control,repeated:step_3
506333,control,repeated:start
506479,test,missing_confirm
506479,test,repeated:start
506681,test,missing_confirm
506720,control,missing_confirm
507290,test,went_back:step_3_to_step_2
507290,test,went_back:step_3_to_step_2
507290,test,repeated:step_2
507290,test,repeated:step_3
507390,control,repeated:confirm
507610,control,went_back:confirm_to_start
507610,control,went_back:step_1_to_start
507610,control,repeated:start
507610,control,repeated:step_1
507610,control,repeated:step_3
507874,control,went_back:confirm_to_start
507874,control,repeated:start
507874,control,repeated:step_1
507892,control,missing_confirm
508087,test,missing_confirm
508099,test,missing_confirm
508099,test,went_back:step_2_to_start
508099,test,went_back:step_2_to_start
508099,test,repeated:start
508099,test,repeated:step_1
508099,test,repeated:step_2
510139,control,missing_confirm
510139,control,went_back:step_3_to_start
510139,control,repeated:start
510186,test,repeated:step_1
510497,test,went_back:step_3_to_start
510497,test,repeated:start
510497,test,repeated:step_1
510497,test,repeated:step_2
510497,test,repeated:step_3
510580,test,repeated:step_1
510867,test,went_back:step_3_to_start
510867,test,repeated:start
510867,test,repeated:step_1
510867,test,repeated:step_2
510867,test,repeated:step_3
510941,control,went_back:step_3_to_step_2
510941,control,repeated:step_2
510941,control,repeated:step_3
511272,test,went_back:step_3_to_step_2
511272,test,repeated:start
511272,test,repeated:step_2
511272,test,repeated:step_3
511272,test,repeated:confirm
511378,control,missing_confirm
511522,control,missing_confirm
511522,control,went_back:step_3_to_start
511522,control,repeated:start
511528,test,repeated:start
511678,test,missing_confirm
511678,test,went_back:step_2_to_step_1
511678,test,went_back:step_2_to_step_1
511678,test,went_back:step_2_to_step_1
511678,test,went_back:step_3_to_step_2
511678,test,went_back:step_2_to_step_1
511678,test,went_back:step_2_to_step_1
511678,test,went_back:step_2_to_step_1
511678,test,went_back:step_2_to_step_1
511678,test,repeated:step_1
511678,test,repeated:step_2
511678,test,repeated:step_3
511922,test,missing_confirm
511922,test,repeated:start
512432,control,repeated:start
512833,control,repeated:start
513599,test,repeated:confirm
513785,test,missing_confirm
513864,control,went_back:confirm_to_start
513864,control,repeated:start
513864,control,repeated:confirm
514104,test,missing_confirm
514533,test,missing_confirm
514533,test,went_back:step_1_to_start
514533,test,repeated:start
514667,test,repeated:start
515013,test,missing_confirm
515013,test,repeated:step_3
515712,control,missing_confirm
515862,control,missing_confirm
515862,control,went_back:step_3_to_start
515862,control,went_back:step_3_to_step_2
515862,control,went_back:step_2_to_step_1
515862,control,went_back:step_1_to_start
515862,control,repeated:start
515862,control,repeated:step_1
515862,control,repeated:step_2
515862,control,repeated:step_3
515976,test,missing_confirm
516235,test,went_back:step_3_to_start
516235,test,went_back:step_2_to_start
516235,test,repeated:start
516235,test,repeated:step_1
516235,test,repeated:step_2
516235,test,repeated:step_3
516409,test,missing_confirm
516409,test,went_back:step_3_to_step_2
516409,test,repeated:step_2
516417,test,went_back:step_3_to_start
516417,test,repeated:start
516417,test,repeated:step_1
516417,test,repeated:step_2
516417,test,repeated:step_3
516594,control,went_back:step_3_to_start
516594,control,went_back:confirm_to_start
516594,control,went_back:step_1_to_start
516594,control,repeated:start
516594,control,repeated:step_1
516594,control,repeated:step_2
516594,control,repeated:step_3
516594,control,repeated:confirm
516706,test,missing_confirm
516706,test,went_back:step_2_to_start
516706,test,repeated:start
517105,test,went_back:step_3_to_step_2
517105,test,went_back:step_2_to_step_1
517105,test,went_back:step_1_to_start
517105,test,repeated:start
517105,test,repeated:step_1
517105,test,repeated:step_2
517105,test,repeated:step_3
517105,test,repeated:confirm
517259,control,repeated:start
517547,test,went_back:step_2_to_start
517547,test,went_back:step_2_to_start
517547,test,repeated:start
517547,test,repeated:step_1
517547,test,repeated:step_2
517642,test,missing_confirm
517642,test,went_back:step_1_to_start
517642,test,went_back:step_1_to_start
517642,test,repeated:start
517642,test,repeated:step_1
517707,control,went_back:step_2_to_step_1
517707,control,repeated:step_1
517707,control,repeated:step_2
517835,control,repeated:start
518097,control,repeated:start
518323,control,missing_confirm
518664,control,went_back:confirm_to_start
518664,control,repeated:start
518727,test,missing_confirm
518727,test,went_back:step_3_to_start
518727,test,repeated:start
518898,test,missing_confirm
519096,control,repeated:start
519506,control,missing_confirm
519506,control,went_back:step_1_to_start
519506,control,went_back:step_1_to_start
519506,control,repeated:start
519506,control,repeated:step_1
519971,control,went_back:step_3_to_start
519971,control,went_back:step_2_to_step_1
519971,control,went_back:step_1_to_start
519971,control,went_back:step_3_to_start
519971,control,went_back:step_1_to_start
519971,control,went_back:step_1_to_start
519971,control,went_back:step_1_to_start
519971,control,went_back:step_1_to_start
